,Title,Domestic_Total_Gross,UK_Total_Gross,Actors,Country,British,Budget,Genres
490,Jurassic Park 3D,45385935.0,633512,"Graham D. Clark, Kathleen Kennedy, Steven Spielberg",USA,0,10000000.0,Horror
491,Godsend,14379751.0,3044537,"Greg Kinnear, Rebecca Romijn, Robert DeNiro","USA, Canada",0,25000000.0,Horror
492,The Notorious Bettie Page,1415082.0,293593,"Gretchen Mol, David Strathairn, Jared Harris",USA,1,,Drama
493,Ender's Game,61737191.0,4790708,"Hailee Steinfeld, Viola Davis, Ben Kingsley, Harrison Ford, Abigail Breslin, Asa Butterfield",USA,1,110000000.0,Sci-Fi
494,Perfect Stranger,23984949.0,1401605,"Halle Berry, Bruce Willis, Giovanni Ribisi",USA,0,,Thriller
495,Movie 43,8840453.0,2942128,"Halle Berry, Justin Long*, Kate Winslet*, Kristen Bell*, Christopher Mintz-Plasse*, Kate Bosworth*, Kieran Culkin*, Jack McBrayer*, Seann William Scott*, Liev Schreiber*, Elizabeth Banks*, Chloe Moretz*, Johnny Knoxville*, Josh Duhamel*, Hugh Jackman*, Emma Stone*, Patrick Warburton*, Uma Thurman*, Jason Sudeikis*, Tony Shalhoub*, Naomi Watts*, Bobby Cannavale*, Aasif Mandvi*, Chris Pratt*, Richard Gere, Leslie Bibb*, Gerard Butler*",USA,0,6000000.0,Comedy
496,New Year's Eve,54544638.0,11659393,"Halle Berry, Michelle Pfeiffer, Hilary Swank, ""Chris Ludacris Bridges"", Sofia Vergara, Lea Michele, Jessica Biel, Hector Elizondo, Seth Meyers, Ashton Kutcher, Sarah Jessica Parker, Jon Bon Jovi, Common, Josh Duhamel, Abigail Breslin, Zac Efron, Cary Elwes, Carla Gugino, Katherine Heigl, Robert DeNiro, Til Schweiger",USA,1,56000000.0,Comedy
497,Gothika,59694580.0,9623405,"Halle Berry, Penelope Cruz, Robert Downey, Jr.",USA,0,40000000.0,Horror
498,Blade Runner,27580111.0,399260,"Harrison Ford, Rutger Hauer","USA, Hong Kong, UK",0,,Thriller
499,New in Town,16734283.0,1497762,"Harry Connick Jr., Renee Zellweger","USA, Canada",0,,Comedy
500,Star Wars: Episode III - Revenge of the Sith,380270577.0,72827146,"Hayden Christensen, Ewan McGregor, Samuel L. Jackson, Natalie Portman",USA,1,113000000.0,Fantasy
501,Awake,14377198.0,3105437,"Hayden Christensen, Jessica Alba, Lena Olin, Terrence Howard",USA,0,8600000.0,Thriller
502,The Order,7660806.0,483263,Heath Ledger,"USA, Germany",0,,Horror
503,The Perfect Man,16535005.0,985010,"Heather Locklear, Chris Noth, Hilary Duff",USA,0,10000000.0,Comedy
504,The Lizzie McGuire Movie,42734455.0,2985402,Hilary Duff,USA,0,17000000.0,Adventure
505,Music and Lyrics,50572589.0,18070181,"Hugh Grant, Drew Barrymore",USA,1,,Comedy
506,Did You Hear About the Morgans?,29580087.0,5567152,"Hugh Grant, Sarah Jessica Parker, Elisabeth Moss",USA,1,58000000.0,Comedy
507,Rise of the Guardians,103412758.0,19559694,"Hugh Jackman, Chris Pine, (Voice), Alec Baldwin, Jude Law, Isla Fisher",USA,1,145000000.0,Animation
508,The Fountain,10144010.0,312380,"Hugh Jackman, Ellen Burstyn, Rachel Weisz","USA, Canada",1,35000000.0,Fantasy
509,The Wolverine,132556852.0,21087118,"Hugh Jackman, Famke Janssen*","USA, UK",0,120000000.0,Action
510,Van Helsing,120177084.0,27604630,"Hugh Jackman, Kate Beckinsale","USA, Czech Republic",1,160000000.0,Horror
511,Street Kings,26418667.0,2738130,"Hugh Laurie, Keanu Reeves, Naomie Harris, Forest Whitaker, Chris Evans, Common, Cedric the Entertainer",USA,1,20000000.0,Drama
512,V for Vendetta,70511035.0,6664730,"Hugo Weaving, Stephen Rea, Imogen Poots*, John Hurt, Natalie Portman","USA, UK, Germany",1,54000000.0,Action
513,The Aviator,102610330.0,15928212,"Ian Holm*, Willem Dafoe*, Kate Beckinsale, Adam Scott*, Cate Blanchett, Alan Alda, Alec Baldwin, Jude Law*, Leonardo DiCaprio, (Cameo)","USA, Germany",1,110000000.0,Drama
514,The Golden Compass,70107728.0,53198635,"Ian McKellen, (Voice), Daniel Craig, Nicole Kidman, Eva Green, Sam Elliott, Freddie Highmore*","USA, UK",1,180000000.0,Fantasy
515,The Da Vinci Code,217536138.0,55723141,"Ian McKellen, Jean Reno, Alfred Molina, Audrey Tautou, Tom Hanks, Paul Bettany","USA, Malta, France, UK",1,125000000.0,Thriller
516,Are We There Yet?,82674398.0,5811439,"Ice Cube, (Voice), Nia Long, Tracy Morgan*","USA, Canada",0,32000000.0,Comedy
517,Torque,21215059.0,1998059,"Ice Cube, Adam Scott","USA, Australia",0,40000000.0,Action
518,XXX: State of the Union,26873932.0,5073836,"Ice Cube, Willem Dafoe, Samuel L. Jackson",USA,0,,Action
519,American Gangster,130164645.0,19890424,"Idris Elba, RZA, Denzel Washington, Josh Brolin, Russell Crowe, Common, T.I., Chiwetel Ejiofor, Carla Gugino","USA, UK",1,100000000.0,Drama
520,That Awkward Moment,26068955.0,4584759,"Imogen Poots, Zac Efron, Miles Teller, Michael B. Jordan",USA,1,8000000.0,Comedy
521,The New World,12712093.0,548457,"Irene Bedard*, John Savage*, Ben Chaplin*, Christian Bale, ""QOrianka Kilcher"", Jonathan Pryce*, Wes Studi, Christopher Plummer, Colin Farrell, Noah Taylor*, Jamie Harris*, David Thewlis","USA, UK",1,30000000.0,Drama
522,Ballets Russes,815848.0,261752,"Irina Baronova, Kenneth Kynt Bryan, Yvonne Chouteau, Yvonne Craig",USA,0,,Documentary
523,Dead Man Down,10895295.0,1023651,"Isabelle Huppert, Colin Farrell, Dominic Cooper, Noomi Rapace, Terrence Howard",USA,1,,Thriller
524,Tenacious D in: The Pick of Destiny,8334575.0,3926789,"Jack Black, (Cameo), Ben Stiller*","USA, Germany",0,20000000.0,Comedy
525,The Big Year,7204138.0,320280,"Jack Black, Anjelica Huston, Steve Martin, Dianne Wiest, Tim Blake Nelson, Rashida Jones, Kevin Pollak, Anthony Anderson, Joel McHale, Owen Wilson, Brian Dennehy, Jim Parsons, Rosamund Pike",USA,1,41000000.0,Comedy
526,Tropic Thunder,110515313.0,15478805,"Jack Black, Tom Cruise*, Matthew McConaughey*, Bill Hader, Jay Baruchel, Danny McBride, Ben Stiller, Steve Coogan, Brandon T. Jackson, Robert Downey, Jr., Nick Nolte","USA, UK, Germany",1,92000000.0,Action
527,School of Rock,81261177.0,19218493,Jack Black,"USA, Germany",0,35000000.0,Comedy
528,A Nightmare on Elm Street,63075011.0,5062498,"Jackie Earle Haley, Rooney Mara, Thomas Dekker, Katie Cassidy, Kellan Lutz",USA,0,35000000.0,Horror
529,After Earth,60522097.0,9737192,"Jaden Smith, Will Smith",USA,0,130000000.0,Sci-Fi
530,DOA: Dead or Alive,480813.0,976655,"Jaime Pressly, Devon Aoki, Holly Valance, Sarah Carter","USA, Germany, UK",0,,Action
531,Prince of Persia: The Sands of Time,90759676.0,13514456,"Jake Gyllenhaal, Alfred Molina, Gemma Arterton, Ben Kingsley",USA,1,200000000.0,Adventure
532,The Day After Tomorrow,186740799.0,45996901,"Jake Gyllenhaal, Emmy Rossum, Dennis Quaid, Ian Holm",USA,1,125000000.0,Action
533,Source Code,54712227.0,9933594,"Jake Gyllenhaal, Jeffrey Wright, Michelle Monaghan, Vera Farmiga","USA, Canada",0,32000000.0,Thriller
534,Rendition,9736045.0,5253314,"Jake Gyllenhaal, Meryl Streep, Reese Witherspoon, Alan Arkin, Peter Sarsgaard",USA,0,,Thriller
535,Brothers,28544157.0,1611026,"Jake Gyllenhaal, Tobey Maguire, Natalie Portman, Carey Mulligan*",USA,0,26000000.0,Drama
536,Escape Plan,25135965.0,4524887,"James Caviezel, Sam Neill, Arnold Schwarzenegger, 50 Cent, Vinnie Jones, Amy Ryan, ""Vincent DOnofrio"", Sylvester Stallone",USA,1,,Action
537,This is the End,101470202.0,6270430,"James Franco, (Cameo), Craig Robinson, Jay Baruchel, Danny McBride, Jonah Hill, Kevin Hart*, Michael Cera, Emma Watson, Seth Rogen",USA,1,32000000.0,Comedy
538,The Interview,6105175.0,432810,"James Franco, Lizzy Caplan, Seth Rogen",USA,0,,Comedy
539,Your Highness,21596445.0,2832457,"James Franco, Natalie Portman, Justin Theroux, Danny McBride, Zooey Deschanel, Toby Jones",USA,0,49900000.0,Comedy
540,Date Night,98711404.0,5518097,"James Franco, Taraji P. Henson, Tina Fey, Leighton Meester, Mark Ruffalo*, Common, Mila Kunis, Steve Carell, Mark Wahlberg, Kristen Wiig*",USA,0,55000000.0,Comedy
541,Eat Pray Love,80574010.0,7371485,"James Franco, Viola Davis, Billy Crudup, Richard Jenkins, Julia Roberts, Javier Bardem",USA,0,60000000.0,Drama
542,Enchanted,127807262.0,33741022,"James Marsden, Amy Adams, Susan Sarandon",USA,0,85000000.0,Adventure
543,Sex Drive,8402485.0,2211079,"James Marsden, Clark Duke, Amanda Crew, Josh Zuckerman",USA,0,19000000.0,Comedy
544,27 Dresses,76808654.0,13458037,"James Marsden, Katherine Heigl, Malin Akerman",USA,0,30000000.0,Comedy
545,The Best of Me,26766213.0,1852936,"James Marsden, Luke Bracey, Liana Liberato, Michelle Monaghan",USA,0,26000000.0,Romance
546,X-Men: First Class,146408305.0,24745982,"James McAvoy, Michael Fassbender, Jason Flemyng, Nicholas Hoult, Oliver Platt, Kevin Bacon, Jennifer Lawrence, Rose Byrne, January Jones","USA, UK",1,160000000.0,Action
547,Secretary,4059680.0,1385941,"James Spader, Maggie Gyllenhaal",USA,0,,Romance
548,Labor Day,13371528.0,1164374,"James Van Der Beek, Kate Winslet, Josh Brolin",USA,1,18000000.0,Drama
549,Surf's Up,58867694.0,9196435,"James Woods , (Voice), Jeff Bridges, Jon Heder, Zooey Deschanel, Shia LaBeouf",USA,0,,Animation
550,Sorority Row,11965282.0,321877,Jamie Chung,USA,0,12500000.0,Horror
551,Halloween II,33392973.0,2105571,"Jamie Lee Curtis, Donald Pleasence, Charles Cyphers, Jeffrey Kramer",USA,0,15000000.0,Horror
552,American Wedding,104565114.0,27826516,"January Jones, Jennifer Coolidge*","USA, Germany",0,55000000.0,Comedy
553,The Mortal Instruments: City of Bones,31165421.0,4045193,"Jared Harris, Lily Collins, Lena Headey, Jamie Campbell Bower, Jonathan Rhys Meyers, Kevin Durand","USA, Germany, Canada",1,60000000.0,Drama
554,Hancock,227946274.0,49170891,"Jason Bateman, Charlize Theron, Will Smith",USA,0,150000000.0,Drama
555,Mr. Magorium's Wonder Emporium,32061555.0,4507478,"Jason Bateman, Natalie Portman, Dustin Hoffman","USA, Canada",0,,Drama
556,Forgetting Sarah Marshall,63172463.0,15123663,"Jason Bateman*, Jason Segel, (Cameo), Kristen Bell, Bill Hader, Paul Rudd, Jonah Hill, Mila Kunis, Russell Brand, Kristen Wiig*",USA,1,30000000.0,Comedy
557,The Invention of Lying,18451251.0,9814497,"Jason Bateman*, Tina Fey, Philip Seymour Hoffman*, Rob Lowe, Ricky Gervais, Jennifer Garner, Jonah Hill",USA,1,18500000.0,Comedy
558,DodgeBall: A True Underdog Story,114326736.0,18111160,"Jason Bateman*, Vince Vaughn, (Cameo), Joel David Moore, Ben Stiller, Christine Taylor, Justin Long","USA, Germany",0,20000000.0,Comedy
559,Zero Dark Thirty,95720716.0,5745075,"Jason Clarke, James Gandolfini*, Joel Edgerton, Kyle Chandler, Jennifer Ehle, Chris Pratt*, Edgar Ramirez, Jessica Chastain, Mark Strong",USA,1,40000000.0,Thriller
560,White House Down,73103784.0,7066280,"Jason Clarke, James Woods, Jamie Foxx, Joey King, Richard Jenkins, Maggie Gyllenhaal, Channing Tatum",USA,0,150000000.0,Action
561,"Jeff, Who Lives at Home",4269426.0,314493,"Jason Segel, Ed Helms, Judy Greer, Susan Sarandon",USA,0,,Comedy
562,This Is 40,67544505.0,4291296,"Jason Segel, ""Chris ODowd"", Annie Mumolo, Melissa McCarthy, Albert Brooks, Paul Rudd, John Lithgow, Leslie Mann, Megan Fox",USA,1,35000000.0,Comedy
563,Crank,27838408.0,2933706,"Jason Statham, Amy Smart",USA,1,12000000.0,Action
564,Crank: High Voltage,13684249.0,1859343,"Jason Statham, Bai Ling, Jamie Harris, Amy Smart, Corey Haim",USA,1,,Action
565,WAR,22486409.0,810735,"Jason Statham, Jet Li","USA, Canada",1,,Action
566,The Mechanic,29121498.0,3915910,"Jason Statham, Tony Goldwyn, Ben Foster, Donald Sutherland",USA,1,40000000.0,Action
567,Death Race,36316032.0,3696666,"Jason Statham, Tyrese Gibson, Ian McShane, Joan Allen","USA, Germany, UK",1,45000000.0,Action
568,Cellular,32003620.0,1914470,"Jason Statham, William H. Macy, Jessica Biel, Kim Basinger, Chris Evans","USA, Germany",1,25000000.0,Thriller
569,Homefront,20158898.0,1841216,"Jason Statham, Winona Ryder, James Franco, Kate Bosworth, Frank Grillo",USA,1,22000000.0,Action
570,Safe,17142080.0,2927441,Jason Statham,USA,0,,Action
571,What Happens in Vegas,80277646.0,15639149,"Jason Sudeikis, Cameron Diaz, Treat Williams, Rob Corddry, Lake Bell, Queen Latifah, Dennis Farina, Zach Galifianakis, Ashton Kutcher",USA,0,35000000.0,Comedy
572,The Bounty Hunter,67061228.0,8998455,"Jason Sudeikis, Jennifer Aniston, Gerard Butler, Christine Baranski",USA,1,40000000.0,Action
573,The Campaign,86907746.0,3807651,"Jason Sudeikis, Will Ferrell, Dan Aykroyd, Brian Cox, John Lithgow, Zach Galifianakis, Dylan McDermott",USA,1,,Comedy
574,Hostel,47326473.0,7358926,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova",USA,0,4800000.0,Horror
575,The Pink Panther,82226474.0,10577498,"Jean Reno, Emily Mortimer, Kevin Kline, Steve Martin, Beyonce Knowles","USA, Czech Republic",1,80000000.0,Comedy
576,Life as We Know It,53374681.0,5281554,"Jean Smart, Christina Hendricks, Josh Lucas, Josh Duhamel, Melissa McCarthy*, Katherine Heigl",USA,0,38000000.0,Comedy
577,Machete,26593646.0,301246,"Jeff Fahey, Danny Trejo, Michelle Rodriguez, Cheech Marin, Steven Seagal, Daryl Sabara, Lindsay Lohan, Jessica Alba, Robert DeNiro",USA,0,10500000.0,Action
578,The Losers,23591432.0,1284442,"Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba",USA,1,25000000.0,Action
579,The Invasion,15074191.0,986757,"Jeffrey Wright, Jeremy Northam, Nicole Kidman, Daniel Craig","USA, Australia",1,80000000.0,Thriller
580,The Hunger Games: Mockingjay - Part 1,337135885.0,46770593,"Jena Malone, Donald Sutherland, Philip Seymour Hoffman, Woody Harrelson, Sam Claflin, Jeffrey Wright, Josh Hutcherson, Julianne Moore, Elizabeth Banks, Jennifer Lawrence, Liam Hemsworth, Stanley Tucci",USA,1,125000000.0,Action
581,The Hunger Games: Catching Fire,424668047.0,55501664,"Jena Malone, Lenny Kravitz, Donald Sutherland, Philip Seymour Hoffman, Woody Harrelson, Sam Claflin, Elizabeth Banks, Jeffrey Wright, Josh Hutcherson, Jennifer Lawrence, Liam Hemsworth, Stanley Tucci, Amanda Plummer",USA,1,130000000.0,Action
582,Saved!,8940582.0,285521,"Jena Malone, Patrick Fugit, Macaulay Culkin, Martin Donovan, Mandy Moore","USA, Canada",0,5000000.0,Comedy
583,The Ruins,17432844.0,432136,"Jena Malone, Shawn Ashmore","USA, Germany, Australia",0,,Horror
584,Vampires Suck,36661504.0,4798312,"Jenn Proske, Matt Lanter, Diedrich Bader, Chris Riggi",USA,0,20000000.0,Horror
585,Take the Lead,34742066.0,3973467,"Jenna Dewan-Tatum, Antonio Banderas, Alfre Woodard",USA,0,,Drama
586,Step Up,65328121.0,8342350,"Jenna Dewan-Tatum, Channing Tatum, Rachel Griffiths",USA,0,12000000.0,Drama
587,Horrible Bosses 2,54445357.0,5674379,"Jennifer Aniston, Jason Sudeikis, Kevin Spacey, Chris Pine, Christoph Waltz, Jamie Foxx, Jason Bateman, Charlie Day",USA,0,42000000.0,Comedy
588,Horrible Bosses,117538559.0,16952604,"Jennifer Aniston, Jason Sudeikis, Kevin Spacey, Julie Bowen*, Donald Sutherland*, Jamie Foxx, Jason Bateman, Colin Farrell, Charlie Day",USA,0,35000000.0,Comedy
589,Wanderlust,17450535.0,1744462,"Jennifer Aniston, Ken Marino, Justin Theroux, Malin Akerman, Alan Alda, Paul Rudd",USA,0,,Comedy
590,House of Sand and Fog,13040288.0,525621,"Jennifer Connelly, Ben Kingsley",USA,1,16500000.0,Drama
591,The Day the Earth Stood Still,79366978.0,10901777,"Jennifer Connelly, Brandon T. Jackson*, Kathy Bates, Kyle Chandler, Jaden Smith, John Cleese, Jon Hamm, Keanu Reeves","USA, Canada",1,80000000.0,Sci-Fi
592,Dark Water,25473352.0,2570428,"Jennifer Connelly, John C. Reilly",USA,0,,Horror
593,Noah,101200044.0,16755678,"Jennifer Connelly, Logan Lerman, Ray Winstone, Nick Nolte*, Russell Crowe, Kevin Durand*, Frank Langella*, Anthony Hopkins, Emma Watson",USA,1,125000000.0,Drama
594,Sex and the City,152647258.0,52276151,"Jennifer Hudson, Kristin Davis, Sarah Jessica Parker, Cynthia Nixon, Chris Noth, Kim Cattrall",USA,1,65000000.0,Comedy
595,Like Crazy,3395391.0,263350,"Jennifer Lawrence, Felicity Jones, Anton Yelchin",USA,1,,Romance
596,Into The Storm,47602194.0,4548316,"Jeremy Sumpter, Sarah Wayne Callies, Richard Armitage, Matt Walsh",USA,1,50000000.0,Thriller
597,Peter Pan,48462608.0,16552531,Jeremy Sumpter,USA,0,100000000.0,Adventure
598,Sea Monsters: A Prehistoric Adventure,23746066.0,360744,"Jerry Hoffman, Jennifer Aguilar, Michael Ashcraft, Michael Ashcroft",USA,0,,IMAX
599,Teeth,347578.0,945588,"Jess Weixler, John Hensley, Josh Pais, Hale Appleman",USA,0,,Horror
600,Into the Blue,18801234.0,3100986,"Jessica Alba, Josh Brolin, Paul Walker",USA,0,,Action
601,Honey,30308417.0,6076374,Jessica Alba,USA,0,18000000.0,Drama
602,The Texas Chainsaw Massacre,80571655.0,6647662,"Jessica Biel, Mike Vogel",USA,0,9500000.0,Horror
603,Elizabethtown,26850426.0,2848129,"Jessica Biel, Orlando Bloom, Alec Baldwin, Susan Sarandon, Kirsten Dunst",USA,1,45000000.0,Comedy
604,The Vow,125014030.0,8749557,"Jessica Lange, Rachel McAdams, Sam Neill, Channing Tatum, Scott Speedman","USA, France, Australia, UK, Germany",0,30000000.0,Drama
605,The Dukes of Hazzard,80270227.0,8207227,"Jessica Simpson, Johnny Knoxville, Seann William Scott, Burt Reynolds","USA, Australia",0,50000000.0,Action
606,The Forbidden Kingdom,52075270.0,2760798,"Jet Li, Jackie Chan","USA, China",0,,Action
607,Cradle 2 the Grave,34712347.0,1924621,"Jet Li, Tom Arnold",USA,0,25000000.0,Action
608,Yes Man,97690976.0,15009401,"Jim Carrey, Bradley Cooper, Zooey Deschanel","USA, Australia",0,70000000.0,Comedy
609,A Christmas Carol,137855863.0,32201450,"Jim Carrey, Gary Oldman, Cary Elwes, Robin Wright Penn, Colin Firth",USA,1,200000000.0,Animation
610,Bruce Almighty,242829261.0,37412900,"Jim Carrey, Morgan Freeman, Steve Carell, Jennifer Aniston",USA,0,81000000.0,Comedy
611,Dumb and Dumber To,86208010.0,9118292,"Jim Carrey, Rob Riggle, Jeff Daniels, Kathleen Turner, Laurie Holden",USA,0,40000000.0,Comedy
612,Fun with Dick and Jane,110332737.0,12250387,"Jim Carrey, Tea Leoni, Alec Baldwin",USA,0,100000000.0,Comedy
613,The Number 23,35193167.0,7796894,"Jim Carrey, Virginia Madsen, Danny Huston, Logan Lerman","USA, Germany",0,30000000.0,Thriller
614,Pooh's Heffalump Movie,18098433.0,2978452,"Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie",USA,0,20000000.0,Animation
615,Her,25568251.0,2331512,"Joaquin Phoenix, (Voice), Chris Pratt, Scarlett Johansson, Olivia Wilde, Amy Adams, Rooney Mara",USA,0,23000000.0,Comedy
616,Ladder 49,74541707.0,1385379,"Joaquin Phoenix, Billy Burke, John Travolta",USA,0,,Action
617,Inherent Vice,8110975.0,1127325,"Joaquin Phoenix, Jena Malone, Reese Witherspoon, Josh Brolin, Owen Wilson, Maya Rudolph*, Benicio Del Toro",USA,0,,Crime
618,Walk the Line,119519402.0,18148984,"Joaquin Phoenix, Robert Patrick, Reese Witherspoon, Ginnifer Goodwin","USA, Germany",0,28000000.0,Drama
619,Nim's Island,48006762.0,7784514,"Jodie Foster, Gerard Butler, Abigail Breslin",USA,1,37000000.0,Adventure
620,The Brave One,36793804.0,2408065,"Jodie Foster, Terrence Howard","USA, Australia",0,,Drama
621,Gone,11682205.0,925917,"Joel David Moore, Amanda Seyfried, Wes Bentley, Daniel Sunjata, Sebastian Stan, Jennifer Carpenter",USA,0,,Thriller
622,Kinky Boots,1822428.0,5147016,"Joel Edgerton, Chiwetel Ejiofor, Nick Frost","USA, UK",1,,Comedy
623,Warrior,13657115.0,2885778,"Joel Edgerton, Jennifer Morrison, Nick Nolte, Frank Grillo, Tom Hardy",USA,1,25000000.0,Action
624,The Thing,16928670.0,1869460,"Joel Edgerton, Mary Elizabeth Winstead, Eric Christian Olsen",USA,0,38000000.0,Horror
625,Blended,46294610.0,3309053,"Joel McHale, Adam Sandler, Drew Barrymore, Bella Thorne",USA,0,40000000.0,Comedy
626,Deliver Us From Evil,30577122.0,2149207,"Joel McHale, Eric Bana, Edgar Ramirez, Olivia Munn",USA,0,30000000.0,Horror
627,The Dark Knight Rises,448139099.0,90264170,"Joey King*, Gary Oldman, Cillian Murphy*, Christian Bale, Juno Temple*, Marion Cotillard, Morgan Freeman, Joseph Gordon-Levitt, Liam Neeson*, Michael Caine, Tom Hardy, Anne Hathaway, Matthew Modine","USA, UK",1,250000000.0,Action
628,Quarantine,31691811.0,1542213,Joey King*,USA,0,12000000.0,Horror
629,Enron: The Smartest Guys in the Room,4071700.0,303736,"John Beard, Tim Belden, Barbara Boxer, George W. Bush",USA,0,,Documentary
630,Alex Cross,25888412.0,804552,"John C. McGinley, Tyler Perry, Rachel Nichols, Cicely Tyson, Edward Burns, Jean Reno, Matthew Fox","USA, France",0,35000000.0,Thriller
631,The Dictator,59650222.0,17885311,"John C. Reilly*, Anna Faris, Sacha Baron Cohen, Megan Fox*, Ben Kingsley",USA,1,65000000.0,Comedy
632,"Crazy, Stupid, Love.",84351197.0,5389221,"John Carroll Lynch, Joey King, Emma Stone, Crystal Reed*, Julianne Moore, Marisa Tomei, Kevin Bacon, Ryan Gosling, Steve Carell, Analeigh Tipton, Josh Groban",USA,0,50000000.0,Comedy
633,Winnie the Pooh,26692846.0,1176997,"John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson",USA,1,30000000.0,Animation
634,The Messengers,35374833.0,1726779,"John Corbett, Kristen Stewart",USA,0,16000000.0,Horror
635,The Boy Next Door,35423380.0,1229883,"John Corbett, Ryan Guzman, Jennifer Lopez, Kristin Chenoweth",USA,0,4000000.0,Thriller
